Station number,Station name,Region,Rainfall (mm),Latitude (°),Longitude (°),Elevation (m)
53114,ROCKY GLEN (BORAH STATION),NSW,4.6,-31.01,149.55,380
58080,WOOLI BEACH,NSW,4.6,-29.86,153.26,5
61287,MERRIWA (ROSCOMMON),NSW,4.6,-32.19,150.17,375
66211,WAHROONGA (ADA AVENUE),NSW,4.6,-33.72,151.11,184
70147,GOULBURN (HILLWOOD),NSW,4.6,-34.56,149.74,740
75180,LAKE CARGELLIGO AIRPORT COMPARISON,NSW,4.6,-33.28,146.37,179
87043,MEREDITH (DARRA),VIC,4.6,-37.82,144.15,362
92079,TOOMS LAKE (TOOMS RIVER),TAS,4.6,-42.21,147.78,469
9215,SWANBOURNE,WA,4.4,-31.96,115.76,41
9842,JARRAHWOOD,WA,4.4,-33.80,115.67,130
9990,BOYANUP NORTH,WA,4.4,-33.48,115.74,43
55164,WEABONGA (STONELEIGH),NSW,4.4,-31.18,151.30,690
66059,TERREY HILLS AWS,NSW,4.4,-33.69,151.23,199
70362,DALTON (HILLVIEW),NSW,4.4,-34.72,149.17,588
72156,MURRAY RIVER @ JINGELLIC,NSW,4.4,-35.93,147.72,-999
74034,COROWA AIRPORT,NSW,4.4,-35.99,146.36,143
75177,HILLSTON AIRPORT COMPARISON,NSW,4.4,-33.49,145.53,119
80128,CHARLTON,VIC,4.4,-36.28,143.33,132
81007,CANIAMBO,VIC,4.4,-36.46,145.66,130
86096,PRESTON RESERVOIR,VIC,4.4,-37.72,145.01,94
9617,BRIDGETOWN,WA,4.2,-33.95,116.13,179
9831,KING RIVER,WA,4.2,-34.92,117.89,25
22013,PORT VICTORIA,SA,4.2,-34.49,137.48,15
23083,EDINBURGH RAAF,SA,4.2,-34.71,138.62,17
25507,KEITH,SA,4.2,-36.10,140.36,29
48248,GUMBOOKA,NSW,4.2,-29.79,146.29,113
62100,NULLO MOUNTAIN AWS,NSW,4.2,-32.72,150.23,1130
66052,RANDWICK (RANDWICK ST),NSW,4.2,-33.91,151.24,74
68252,KIAMA (BRIGHTON ST),NSW,4.2,-34.67,150.85,62
70025,CROOKWELL POST OFFICE,NSW,4.2,-34.46,149.47,887
73050,BOWNING (WANGANUI),NSW,4.2,-34.76,148.83,560
75179,GROONGAL (GROONGAL STATION) COMPARISON,NSW,4.2,-34.44,145.56,111
79101,PYRENEES (BEN NEVIS),VIC,4.2,-37.23,143.20,875
80067,CHARLTON (DONALD ST),VIC,4.2,-36.27,143.35,130
86305,GREENVALE RESERVOIR,VIC,4.2,-37.64,144.91,156
93052,MOUNT MORRISTON (MACQUARIE RIVER),TAS,4.2,-42.16,147.58,218
3051,MOUNT BARNETT,WA,4.0,-16.74,125.91,401
5069,PANNAWONICA,WA,4.0,-21.64,116.33,200
9991,DONNYBROOK EAST,WA,4.0,-33.57,115.84,120
10582,KOJONUP,WA,4.0,-33.83,117.16,305
15635,YULARA AIRPORT,NT,4.0,-25.19,130.97,492
16055,YARDEA,SA,4.0,-32.38,135.52,260
18001,ARNO BAY,SA,4.0,-33.91,136.57,9
23804,VICTOR HARBOR (ENCOUNTER BAY),SA,4.0,-35.55,138.60,8
23878,MOUNT CRAWFORD AWS,SA,4.0,-34.73,138.93,525
24580,STRATHALBYN RACECOURSE,SA,4.0,-35.28,138.89,58
25564,SHAUGH (COOLAMI),SA,4.0,-35.84,140.82,123
32167,EURAMO TM,QLD,4.0,-17.99,145.94,10
33306,EMU CREEK ALERT,QLD,4.0,-20.41,148.23,218
41120,YANGAN POST OFFICE,QLD,4.0,-28.20,152.21,536
43033,TINDARRA TM,QLD,4.0,-26.47,148.80,350
55016,DANGLEMAH (RUTHERGLEN),NSW,4.0,-31.00,151.23,655
61268,MAITLAND BELMORE BRIDGE (HUNTER RIVER),NSW,4.0,-32.73,151.56,-999
63297,TARANA (FISH RIVER),NSW,4.0,-33.57,149.91,780
66011,CHATSWOOD BOWLING CLUB,NSW,4.0,-33.80,151.18,-999
68044,MITTAGONG (ALFRED STREET),NSW,4.0,-34.45,150.46,635
75142,MERRIWAGGA (SYLVANHAM),NSW,4.0,-33.92,145.52,107
78018,KELLALAC (WARRACKNABEAL AIRPORT),VIC,4.0,-36.32,142.42,118
78087,YANAC NORTH COMPARISON,VIC,4.0,-36.11,141.46,135
79097,KANAGULK,VIC,4.0,-37.12,141.80,189
80061,WEDDERBURN (POST OFFICE),VIC,4.0,-36.42,143.61,200
87113,AVALON AIRPORT,VIC,4.0,-38.03,144.48,11
200288,NORFOLK ISLAND AERO,NSW,4.0,-29.04,167.94,112
9633,TAMAR,WA,3.8,-34.86,118.11,90
9635,FRANKLAND,WA,3.8,-34.36,117.08,230
23725,KEYNETON,SA,3.8,-34.56,139.13,379
37034,THE MONUMENT AIRPORT,QLD,3.8,-21.81,139.93,288
41547,WALLANGARRA TM,QLD,3.8,-28.92,151.93,877
61373,PARKVILLE (KINGDON PONDS),NSW,3.8,-31.96,150.86,200
61425,GOSFORD AWS,NSW,3.8,-33.44,151.36,7
62101,MUDGEE AIRPORT AWS,NSW,3.8,-32.56,149.61,471
68224,ROBERTSON (THE PIE SHOP),NSW,3.8,-34.59,150.63,735
70005,BOMBALA (THERRY STREET),NSW,3.8,-36.91,149.24,705
94087,KUNANYI (MOUNT WELLINGTON PINNACLE),TAS,3.8,-42.90,147.24,1261
94182,BELOW CRAIGBOURNE DAM (COAL RIVER),TAS,3.8,-42.56,147.40,150
2064,ARGYLE AERODROME,WA,3.6,-16.64,128.45,164
9256,GARDEN ISLAND HSF,WA,3.6,-32.24,115.68,6
10111,NORTHAM,WA,3.6,-31.65,116.66,170
14816,OLD DELAMERE,NT,3.6,-15.74,131.53,102
14866,UPPER VICTORIA RIVER,NT,3.6,-17.61,130.07,406
22055,CURRAMULKA NORTH RNDSUP,SA,3.6,-34.65,137.73,162
23133,GREENACRES,SA,3.6,-34.87,138.64,66
23825,GOOLWA BARRAGE,SA,3.6,-35.53,138.81,1
33310,SOUTH YAAMBA TM,QLD,3.6,-23.20,150.40,10
37000,ALNI,QLD,3.6,-22.15,142.49,200
43095,NAMARAH,QLD,3.6,-27.39,149.39,332
44026,CUNNAMULLA POST OFFICE,QLD,3.6,-28.07,145.68,189
53044,WEE WAA (GEORGE ST),NSW,3.6,-30.23,149.45,190
61363,SCONE AIRPORT AWS,NSW,3.6,-32.03,150.83,221
63303,ORANGE AIRPORT AWS,NSW,3.6,-33.38,149.13,945
68239,MOSS VALE AWS,NSW,3.6,-34.53,150.42,678
70016,CAPTAINS FLAT (FOXLOW ST),NSW,3.6,-35.59,149.45,850
70201,GOOGONG HILL,NSW,3.6,-35.48,149.24,1015
74081,MULWALA POST OFFICE,NSW,3.6,-35.99,146.01,127
79028,LONGERENONG,VIC,3.6,-36.67,142.30,133
81124,YARRAWONGA,VIC,3.6,-36.03,146.03,129
89033,WICKLIFFE,VIC,3.6,-37.69,142.73,222
109509,CHAPMAN HILL ROAD CB2,WA,3.6,-33.74,115.35,29
109517,SOMME CREEK,WA,3.6,-33.96,116.14,180
54146,HAYSTACK (BEARDY RIVER),NSW,3.5,-29.23,151.38,-999
7210,BURRINGURRAH AIRSTRIP,WA,3.4,-24.63,116.95,454
9769,CULFORD,WA,3.4,-32.57,116.44,335
9976,PINJARRA SOUTH,WA,3.4,-32.65,115.86,13
9989,THOMSON BROOK,WA,3.4,-33.65,115.96,260
13044,WILUNA AERO,WA,3.4,-26.63,120.22,502
22011,MOONTA,SA,3.4,-34.07,137.59,20
41175,APPLETHORPE,QLD,3.4,-28.62,151.95,872
54003,BARRABA (CLIFTON LANE),NSW,3.4,-30.38,150.61,499
56032,TENTERFIELD (FEDERATION PARK),NSW,3.4,-29.05,152.02,838
65034,WELLINGTON (D&J RURAL),NSW,3.4,-32.56,148.95,305
68228,BELLAMBI AWS,NSW,3.4,-34.37,150.93,10
68247,BEAUMONT (THE CEDARS),NSW,3.4,-34.77,150.56,250
69017,MONTAGUE ISLAND LIGHTHOUSE,NSW,3.4,-36.25,150.23,52
69018,MORUYA HEADS PILOT STATION,NSW,3.4,-35.91,150.15,17
69022,NAROOMA (MARINE RESCUE),NSW,3.4,-36.21,150.14,25
70263,GOULBURN TAFE,NSW,3.4,-34.75,149.70,670
80131,ST ARNAUD (COONOOER BRIDGE (YAWONG)),VIC,3.4,-36.44,143.31,154
90035,COLAC (MOUNT GELLIBRAND),VIC,3.4,-38.23,143.79,261
92124,MARIA ISLAND (POINT LESUEUR),TAS,3.4,-42.66,148.02,28
3057,CYGNET BAY,WA,3.3,-16.45,123.01,7
5084,THEVENARD ISLAND,WA,3.2,-21.46,115.02,5
5094,BARROW ISLAND AIRPORT,WA,3.2,-20.87,115.41,6
9278,YOONGARILLUP TBRG,WA,3.2,-33.74,115.47,54
10531,CHERRY TREE,WA,3.2,-33.70,117.27,295
22020,WALLAROO,SA,3.2,-33.93,137.64,25
24592,CALLINGTON HILL (COLRAE),SA,3.2,-35.08,139.07,216
43060,HAVELOCK,QLD,3.2,-26.08,147.90,434
62036,ULAN WATER,NSW,3.2,-32.28,149.74,420
63245,MANDURAMA POST OFFICE,NSW,3.2,-33.65,149.08,661
67108,BADGERYS CREEK AWS,NSW,3.2,-33.90,150.73,81
69148,MORUYA AIRPORT AWS,NSW,3.2,-35.90,150.14,4
73137,MUTTAMA (GROVENE),NSW,3.2,-34.80,148.12,270
109518,PRESTON VALE VINEYARD,WA,3.2,-33.56,116.04,109
10655,WILLIAMS,WA,3.1,-33.03,116.88,260
5029,YALLEEN,WA,3.0,-21.68,116.39,180
9587,NEWBICUP,WA,3.0,-34.00,116.43,240
9868,MUNGLINUP,WA,3.0,-33.71,120.87,80
9984,VASSE HWY CB3,WA,3.0,-33.70,115.40,-999
14810,BULLO RIVER,NT,3.0,-15.47,129.77,6
18014,CLEVE,SA,3.0,-33.70,136.49,193
22050,KADINA AWS,SA,3.0,-33.97,137.66,41
23885,NOARLUNGA,SA,3.0,-35.16,138.51,55
32001,BAMBAROO,QLD,3.0,-18.88,146.17,13
32020,MARCO STREET ALERT,QLD,3.0,-17.56,145.96,140
32163,INNISFAIL WHARF ALERT,QLD,3.0,-17.52,146.03,10
32165,NERADA ALERT,QLD,3.0,-17.53,145.85,43
32166,TUNG OIL ALERT,QLD,3.0,-17.55,145.93,22
33267,MT DANGAR ALERT,QLD,3.0,-20.22,148.12,46
33268,REEVES ALERT,QLD,3.0,-20.15,148.16,27
35264,EMERALD AIRPORT,QLD,3.0,-23.57,148.18,189
36160,FRANKFIELD STATION,QLD,3.0,-22.27,147.09,240
39193,MT LAWLESS TM,QLD,3.0,-25.55,151.66,104
41230,LIMEVALE TM,QLD,3.0,-28.73,151.18,320
41503,WARWICK (SCOTS COLLEGE) TM,QLD,3.0,-28.22,152.05,446
44223,DERBYSHIRE DOWNS,QLD,3.0,-25.45,147.30,507
61360,SCONE (KINGDON PONDS),NSW,3.0,-32.05,150.85,198
61401,SCONE (FIGTREE GULLY),NSW,3.0,-32.04,150.90,490
63283,HAMPTON (BINDO),NSW,3.0,-33.70,150.03,1095
67112,NORTH ROCKS (MUIRFIELD GOLF CLUB),NSW,3.0,-33.77,151.02,40
68255,BOWRAL (ORCHARD ST),NSW,3.0,-34.49,150.40,720
69062,SNOWBALL,NSW,3.0,-35.94,149.59,870
70330,GOULBURN AIRPORT AWS,NSW,3.0,-34.81,149.73,640
78007,COPE COPE,VIC,3.0,-36.44,143.12,139
109511,PORONGURUPS,WA,3.0,-34.66,117.89,250
9603,BUSSELTON AERO,WA,2.8,-33.68,115.40,16
10308,TOODYAY EAST,WA,2.8,-31.55,116.49,150
10519,BORDEN,WA,2.8,-34.07,118.26,220
14867,UPPER WICKHAM RIVER,NT,2.8,-16.96,130.57,242
23146,STEINGARTEN VINEYARD (STEINGARTEN),SA,2.8,-34.60,138.96,463
23752,WILLIAMSTOWN,SA,2.8,-34.65,138.88,260
23783,MYPONGA RESERVOIR,SA,2.8,-35.40,138.43,215
24511,EUDUNDA,SA,2.8,-34.18,139.09,420
24591,HARROGATE (MOUNT BEEVOR SOUTH),SA,2.8,-34.93,139.03,489
25562,LAMEROO (AUSTIN PLAINS),SA,2.8,-35.38,140.54,110
50017,WEST WYALONG AIRPORT AWS,NSW,2.8,-33.94,147.20,257
65110,BORENORE (LYNDEN-BRAE),NSW,2.8,-33.25,148.98,840
66124,PARRAMATTA NORTH (MASONS DRIVE),NSW,2.8,-33.79,151.02,55
69002,BEGA (NEWTOWN ROAD),NSW,2.8,-36.69,149.84,50
70333,NARRAWA (LACHLAN RIVER),NSW,2.8,-34.40,149.09,460
77098,RAINBOW RADAR RAIN GAUGE,VIC,2.8,-36.00,142.01,115
78032,GERANG GERUNG (COMPARISON),VIC,2.8,-36.40,141.88,135
79100,HORSHAM AERODROME,VIC,2.8,-36.67,142.17,134
79102,MAROO WEST (WARRANOOKE (GLENORCHY) COMPA,VIC,2.8,-36.73,142.73,150
80027,KORONG VALE (BURNBANK),VIC,2.8,-36.32,143.74,135
82041,SPRINGHURST,VIC,2.8,-36.19,146.47,190
23714,FINNISS,SA,2.7,-35.37,138.81,35
24504,BOWER,SA,2.7,-34.12,139.36,115
9519,CAPE NATURALISTE,WA,2.6,-33.54,115.02,109
10304,NUNILE,WA,2.6,-31.49,116.54,280
10311,YORK,WA,2.6,-31.90,116.77,179
16090,COOBER PEDY AIRPORT,SA,2.6,-29.03,134.72,225
18116,CLEVE AERODROME,SA,2.6,-33.71,136.50,175
18190,BUCKLEBOO (KARINYA),SA,2.6,-32.90,136.19,235
23137,REGENCY PARK,SA,2.6,-34.87,138.57,10
24564,BLANCHETOWN LOCK 1,SA,2.6,-34.35,139.62,11
28008,LOCKHART RIVER AIRPORT,QLD,2.6,-12.79,143.30,19
29141,CLONCURRY AIRPORT,QLD,2.6,-20.67,140.51,186
39066,GAYNDAH AIRPORT,QLD,2.6,-25.62,151.62,111
41100,TEXAS POST OFFICE,QLD,2.6,-28.85,151.17,295
43020,MITCHELL POST OFFICE,QLD,2.6,-26.49,147.98,337
61185,HUNTER RIVER (GLENBAWN DAM D/S),NSW,2.6,-32.11,150.99,230
63005,BATHURST AGRICULTURAL STATION,NSW,2.6,-33.43,149.56,713
68242,KIAMA (BOMBO HEADLAND),NSW,2.6,-34.65,150.86,16
68246,BLACKBUTT (TAMMAR PLACE),NSW,2.6,-34.57,150.84,62
68264,JERVIS BAY NSW (JERVIS BAY AIRFIELD AWS),NSW,2.6,-35.14,150.70,57
77099,RAINBOW (PIGICK COMPARISON),VIC,2.6,-35.87,141.82,91
78015,NHILL AERODROME,VIC,2.6,-36.31,141.65,139
82056,WODONGA,VIC,2.6,-36.12,146.91,156
82172,HUON (BARKLEYS CAMP),VIC,2.6,-36.25,147.10,207
94048,OPOSSUM BAY,TAS,2.6,-43.00,147.41,35
29118,CALTON HILLS STATION,QLD,2.5,-20.14,139.41,350
54104,PINDARI DAM,NSW,2.5,-29.39,151.24,462
54141,GWYDER RIVER (GRAVESEND RD BDG (GWYDIR R,NSW,2.5,-29.58,150.37,-999
67109,BAULKHAM HILLS EUCALYPTUS CT,NSW,2.5,-33.77,150.98,100
9033,NEW NORCIA,WA,2.4,-30.97,116.22,220
9210,LAKE NAMMEN,WA,2.4,-30.89,115.58,70
9987,PAYNEDALE ALERT,WA,2.4,-33.64,115.70,100
10043,CALJIE,WA,2.4,-31.77,116.92,219
10542,DARKAN,WA,2.4,-33.34,116.74,280
22022,PORT CLINTON (YARAROO),SA,2.4,-34.14,138.01,118
23076,PORT PARHAM,SA,2.4,-34.43,138.26,3
32200,INGHAM AERO,QLD,2.4,-18.67,146.15,14
44010,BOLLON MARY ST,QLD,2.4,-28.03,147.48,183
47053,WENTWORTH POST OFFICE,NSW,2.4,-34.11,141.92,37
56008,DEEPWATER POST OFFICE,NSW,2.4,-29.44,151.85,970
61288,LOSTOCK DAM,NSW,2.4,-32.33,151.46,200
63076,SOFALA OLD POST OFFICE,NSW,2.4,-33.08,149.69,579
63226,LITHGOW (COOERWULL),NSW,2.4,-33.48,150.13,900
66006,SYDNEY BOTANIC GARDENS,NSW,2.4,-33.87,151.22,15
68263,HOLSWORTHY DEFENCE AWS,NSW,2.4,-34.08,150.90,165
69114,BROGO (BLANCHARDS ROAD),NSW,2.4,-36.54,149.82,61
70008,TOMBONG (SNOWY RIVER @ BURNT HUT CROSSIN,NSW,2.4,-36.84,148.93,-999
74267,TALLIMBA (AVONLEA),NSW,2.4,-34.00,146.77,235
79075,RUPANYUP (POST OFFICE),VIC,2.4,-36.63,142.63,145
82039,RUTHERGLEN RESEARCH,VIC,2.4,-36.10,146.51,175
88009,CAIRN CURRAN RESERVOIR,VIC,2.4,-36.99,143.97,219
8298,TIBRADDEN,WA,2.2,-28.76,114.94,265
8301,BARBERTON EAST,WA,2.2,-30.75,116.13,325
9280,LANCELIN (DEFENCE),WA,2.2,-30.84,115.23,3
9542,ESPERANCE AERO,WA,2.2,-33.68,121.83,142
9988,HAPPY VALLEY,WA,2.2,-33.68,115.62,100
14988,KNUCKEY LAGOON,NT,2.2,-12.44,130.96,32
16067,MOUNT IVE,SA,2.2,-32.44,136.07,177
23373,NURIOOTPA PIRSA,SA,2.2,-34.48,139.01,275
23858,GOULD CREEK (HERMITAGE),SA,2.2,-34.76,138.78,350
24501,AUSTRALIA PLAINS,SA,2.2,-34.10,139.16,281
35185,CAPELLA (ROWE\'S HILL) ALERT,QLD,2.2,-23.12,148.04,484
48245,BOURKE AIRPORT AWS,NSW,2.2,-30.04,145.95,107
54038,NARRABRI AIRPORT AWS,NSW,2.2,-30.32,149.83,229
66161,HOLSWORTHY AERODROME AWS,NSW,2.2,-33.99,150.95,68
66212,SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE),NSW,2.2,-33.83,151.07,4
69139,BEGA AWS,NSW,2.2,-36.67,149.82,41
70309,DELEGATE RIVER AT QUIDONG,NSW,2.2,-36.91,149.04,650
73138,YOUNG AIRPORT,NSW,2.2,-34.25,148.25,380
74042,FINLEY POST OFFICE,NSW,2.2,-35.64,145.58,110
75041,GRIFFITH AIRPORT AWS,NSW,2.2,-34.25,146.07,134
83079,LAKE BUFFALO,VIC,2.2,-36.71,146.67,296
2032,WARMUN,WA,2.1,-17.02,128.22,203
2074,MOOLA BULLA AIRSTRIP,WA,2.0,-18.20,127.49,440
8286,WUNDI,WA,2.0,-28.28,114.68,200
9131,JURIEN BAY,WA,2.0,-30.31,115.03,2
9279,CANTERBURY,WA,2.0,-31.00,116.23,304
9852,CHEYNE BEACH,WA,2.0,-34.89,118.40,60
10546,DUMBLEYUNG,WA,2.0,-33.31,117.74,270
10920,MOUNT WESTDALE,WA,2.0,-32.27,116.67,360
23863,KANMANTOO (MILLBRAE),SA,2.0,-35.02,139.00,252
31187,TOPAZ ALERT,QLD,2.0,-17.47,145.73,689
32009,BINGIL BAY,QLD,2.0,-17.84,146.10,25
32042,TULLY SUGAR MILL,QLD,2.0,-17.94,145.93,19
32094,GAIRLOCH,QLD,2.0,-18.62,146.18,13
32152,TUNG OIL TM,QLD,2.0,-17.55,145.93,9
35292,DUCABROOK AL,QLD,2.0,-23.85,147.40,334
35294,KULUMUR RANGE ALERT,QLD,2.0,-23.80,147.77,362
39201,BELVEDERE,QLD,2.0,-24.33,149.86,94
40708,MONOGORILBY - HOME,QLD,2.0,-26.03,151.06,385
41491,BARONGAROOK TM,QLD,2.0,-28.43,151.47,20
41519,BOOBA SANDS TM,QLD,2.0,-28.58,150.85,-999
41530,YANGAN ALERT,QLD,2.0,-28.20,152.22,496
41533,EMU VALE ALERT,QLD,2.0,-28.23,152.23,511
42105,NINDIGULLY TM,QLD,2.0,-28.42,148.83,25
44117,DIRRANBANDI,QLD,2.0,-28.59,148.23,175
44154,WHYENBAH,QLD,2.0,-28.39,148.31,175
61092,ELDERSLIE,NSW,2.0,-32.59,151.33,45
62107,BYLONG (GLENVIEW),NSW,2.0,-32.47,150.11,566
63287,BATHURST STANLEY STREET (MACQUARIE RIVER,NSW,2.0,-33.41,149.58,650
63298,CHIFLEY DAM (CAMPBELLS RIVER (UPSTREAM C,NSW,2.0,-33.61,149.70,715
63304,ROCKLEY (GLENLEA),NSW,2.0,-33.72,149.51,1024
65051,CUMNOCK TM,NSW,2.0,-32.93,148.76,518
65084,TOOGONG (GLENAYR),NSW,2.0,-33.37,148.59,320
66036,MARRICKVILLE GOLF CLUB,NSW,2.0,-33.92,151.14,6
66048,CONCORD (BRAYS RD),NSW,2.0,-33.85,151.11,15
66058,SANS SOUCI (PUBLIC SCHOOL),NSW,2.0,-33.99,151.13,9
66148,PEAKHURST GOLF CLUB,NSW,2.0,-33.97,151.06,20
66176,AUDLEY (ROYAL NATIONAL PARK),NSW,2.0,-34.06,151.06,120
66213,NORTH RYDE GOLF CLUB,NSW,2.0,-33.80,151.12,84
67061,ROSSMORE (SOUTH CREEK),NSW,2.0,-33.94,150.78,-999
68024,DARKES FOREST (KINTYRE),NSW,2.0,-34.23,150.91,370
68088,SANCTUARY POINT (SALINAS STREET),NSW,2.0,-35.09,150.62,9
68159,WEDDERBURN (BOOALBYN),NSW,2.0,-34.17,150.81,250
68160,CAMPBELLTOWN (KENTLYN (GEORGES RIVER ROA,NSW,2.0,-34.05,150.88,115
68217,BARRENGARRY (THE OLD SCHOOL HOUSE),NSW,2.0,-34.69,150.53,105
68233,GRASSY GULLY (SHOALHAVEN RIVER),NSW,2.0,-34.85,150.43,30
69006,BETTOWYND (BELLARINGAH),NSW,2.0,-35.70,149.79,165
69033,MORUYA (BURRA CREEK),NSW,2.0,-35.90,149.96,20
74249,COLEAMBALLY IRRIGATION,NSW,2.0,-34.80,145.89,121
94055,RICHMOND (BROOKBANK),TAS,2.0,-42.76,147.40,40
109508,DOYLE ROAD CB1,WA,2.0,-33.74,115.34,33
3041,KILTO STATION,WA,1.8,-17.69,122.71,60
8315,GERALDTON AIRPORT,WA,1.8,-28.80,114.70,30
10134,WATTENING,WA,1.8,-31.31,116.52,240
10286,CUNDERDIN AIRFIELD,WA,1.8,-31.62,117.22,217
10692,NEWDEGATE RESEARCH STATION,WA,1.8,-33.11,118.84,320
10917,WANDERING,WA,1.8,-32.67,116.67,275
21019,FARRELL FLAT,SA,1.8,-33.83,138.79,422
23129,MALLALA (DOLAGHANS CROSSING RNDSUP),SA,1.8,-34.46,138.56,42
23357,NURIOOTPA,SA,1.8,-34.47,139.00,270
23380,KAPUNDA WEST (KAPLEE),SA,1.8,-34.30,138.85,391
23894,HINDMARSH ISLAND AWS,SA,1.8,-35.52,138.82,11
24525,PALMER,SA,1.8,-34.85,139.16,192
24584,MURRAY BRIDGE (PALLAMANA AERODROME),SA,1.8,-35.07,139.23,45
25015,PINNAROO,SA,1.8,-35.27,140.91,101
32045,VICTORIA SUGAR MILL,QLD,1.8,-18.65,146.20,10
41430,GLENLYON DAM,QLD,1.8,-28.97,151.47,438
48250,NOONA AWS,NSW,1.8,-31.73,144.93,179
49138,BOOLIGAL (YARTO) COMPARISON,NSW,1.8,-33.52,144.77,95
61260,CESSNOCK AIRPORT AWS,NSW,1.8,-32.79,151.34,67
63291,BATHURST AIRPORT AWS,NSW,1.8,-33.41,149.65,745
66013,CONCORD GOLF CLUB,NSW,1.8,-33.85,151.10,15
66034,ABBOTSFORD (BLACKWALL POINT RD),NSW,1.8,-33.85,151.13,15
66078,LUCAS HEIGHTS (ANSTO),NSW,1.8,-34.05,150.98,140
66214,SYDNEY (OBSERVATORY HILL),NSW,1.8,-33.86,151.20,43
67119,HORSLEY PARK EQUESTRIAN CENTRE AWS,NSW,1.8,-33.85,150.86,100
69147,MERIMBULA AIRPORT AWS,NSW,1.8,-36.91,149.90,2
69150,BRAIDWOOD (MONGARLOWE (LEWESTON)),NSW,1.8,-35.38,150.00,670
72012,CARABOST,NSW,1.8,-35.60,147.73,345
75140,GUNBAR (KELSEY),NSW,1.8,-34.15,145.14,99
78010,DIMBOOLA,VIC,1.8,-36.46,142.03,111
78088,DONALD COMPARISON,VIC,1.8,-36.36,143.00,115
109516,BODDINGTON NORTH,WA,1.8,-32.78,116.48,216
24521,MURRAY BRIDGE,SA,1.7,-35.12,139.26,33
2030,YULMBU,WA,1.6,-17.30,126.92,450
8100,NORTHAMPTON,WA,1.6,-28.35,114.64,180
9557,HOPETOUN,WA,1.6,-33.93,120.09,15
9877,LUDLOW,WA,1.6,-33.60,115.50,15
9977,MANDURAH,WA,1.6,-32.52,115.71,3
9997,RAVENSCLIFFE ALERT,WA,1.6,-33.76,115.84,200
10132,MOUNT HARDEY,WA,1.6,-31.92,116.82,283
10508,BADGEBUP,WA,1.6,-33.64,117.93,300
10515,BEVERLEY,WA,1.6,-32.11,116.92,199
10530,CHAMINGUP,WA,1.6,-33.91,117.10,320
10729,CHILLINUP,WA,1.6,-34.34,118.63,104
10866,CRANHAM,WA,1.6,-33.93,117.33,340
10916,KATANNING,WA,1.6,-33.69,117.61,320
10921,INGLEBOURNE,WA,1.6,-34.24,118.22,180
16097,ERNABELLA (PUKATJA),SA,1.6,-26.26,132.18,703
18022,COWELL,SA,1.6,-33.68,136.91,12
21110,TICKERA,SA,1.6,-33.79,137.71,30
22015,PRICE,SA,1.6,-34.30,138.00,2
23043,HALBURY ROAD SALISBURY (HALBURY ROAD),SA,1.6,-34.76,138.63,25
23096,ADELAIDE (HOPE VALLEY RESERVOIR),SA,1.6,-34.86,138.68,105
23370,STOCKPORT (CLIFTON),SA,1.6,-34.31,138.73,160
23374,HANSBOROUGH,SA,1.6,-34.25,139.02,341
24528,ROBERTSTOWN,SA,1.6,-33.99,139.08,341
35139,LOCHINGTON,QLD,1.6,-23.94,147.53,267
49136,EUABALONG (MOUNT HOPE AWS),NSW,1.6,-32.83,145.88,209
61056,POKOLBIN (BEN EAN),NSW,1.6,-32.80,151.28,140
63308,MARRANGAROO (DEFENCE),NSW,1.6,-33.43,150.14,955
68072,NOWRA RAN AIR STATION AWS,NSW,1.6,-34.95,150.54,109
69132,BRAIDWOOD RACECOURSE AWS,NSW,1.6,-35.43,149.78,665
69144,BLACK RANGE (GRANDVIEW LANE),NSW,1.6,-36.73,149.84,245
78082,WARRACKNABEAL (EARLSTAN COMPARISON),VIC,1.6,-36.27,142.22,119
80036,MINCHA,VIC,1.6,-35.97,144.11,85
82169,CORRYONG AIRPORT,VIC,1.6,-36.18,147.89,290
200001,MIDDLE PERCY ISLAND,QLD,1.6,-21.66,150.27,209
8168,HOWATHARRA,WA,1.5,-28.54,114.62,70
31036,KURANDA RAILWAY STATION,QLD,1.5,-16.82,145.64,340
67110,SEVEN HILLS (RADIO FM 103.2),NSW,1.5,-33.79,150.92,80
67111,NORTH PARRAMATTA (BURNSIDE HOMES),NSW,1.5,-33.79,151.02,50
2056,KUNUNURRA AERO,WA,1.4,-15.78,128.71,44
5017,ONSLOW AIRPORT,WA,1.4,-21.67,115.11,11
6072,EMU CREEK STATION,WA,1.4,-23.03,115.04,111
8005,BARBERTON,WA,1.4,-30.73,116.02,200
8028,NABAWA,WA,1.4,-28.50,114.79,145
8050,GERALDTON TOWN,WA,1.4,-28.78,114.61,3
8057,GREEN GROVE,WA,1.4,-29.55,115.07,30
8304,MOASCAR,WA,1.4,-28.96,114.95,254
9626,PLEASANT VALLEY,WA,1.4,-33.71,121.56,60
9961,HOPETOUN NORTH,WA,1.4,-33.93,120.13,26
10129,MOUNT NODDY,WA,1.4,-31.59,116.89,-999
10792,GAIRDNER,WA,1.4,-34.23,118.94,180
11052,FORREST,WA,1.4,-30.85,128.11,159
12044,MUNGLINUP WEST,WA,1.4,-33.55,120.70,220
21012,BUTE,SA,1.4,-33.86,138.01,109
23369,GREENOCK ALERT,SA,1.4,-34.46,138.92,295
